orig_filename,new_filename
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr files\091223 1 pegda 9 pegmea 15 wt aerosil 380/06152023  9 pegmea 1 pegda 15 wt aerosil 90_A1_1.mps,C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\09122023_9_PEGMEA_1_PEGDA_0_Aerosil90_0_LiTFSI_3_A1.mps
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr files\091223 1 pegda 9 pegmea 15 wt aerosil 380/06152023  9 pegmea 1 pegda 15 wt aerosil 90_A1_1_C01.mgr,C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\09122023_9_PEGMEA_1_PEGDA_0_Aerosil90_0_LiTFSI_3_A1_C01.mgr
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr files\091223 1 pegda 9 pegmea 15 wt aerosil 380/06152023  9 pegmea 1 pegda 15 wt aerosil 90_A1_1_C01.mpr,C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\09122023_9_PEGMEA_1_PEGDA_0_Aerosil90_0_LiTFSI_3_A1_C01.mpr
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr files\091223 1 pegda 9 pegmea 15 wt aerosil 380/06152023  9 pegmea 1 pegda 15 wt aerosil 90_A1_1_DUSB0_C01.sta,C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\09122023_9_PEGMEA_1_PEGDA_0_Aerosil90_0_LiTFSI_3_A1_DUSB0_C01.sta
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr files\091223 1 pegda 9 pegmea 15 wt aerosil 380/06152023  9 pegmea 1 pegda 15 wt aerosil 90_A1_2.mps,C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\09122023_9_PEGMEA_1_PEGDA_0_Aerosil90_0_LiTFSI_1_A1.mps
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr files\091223 1 pegda 9 pegmea 15 wt aerosil 380/06152023  9 pegmea 1 pegda 15 wt aerosil 90_A1_2_C01.mgr,C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\09122023_9_PEGMEA_1_PEGDA_0_Aerosil90_0_LiTFSI_1_A1_C01.mgr
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr files\091223 1 pegda 9 pegmea 15 wt aerosil 380/06152023  9 pegmea 1 pegda 15 wt aerosil 90_A1_2_C01.mpr,C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\09122023_9_PEGMEA_1_PEGDA_0_Aerosil90_0_LiTFSI_1_A1_C01.mpr
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr files\091223 1 pegda 9 pegmea 15 wt aerosil 380/06152023  9 pegmea 1 pegda 15 wt aerosil 90_A1_2_DUSB0_C01.sta,C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\09122023_9_PEGMEA_1_PEGDA_0_Aerosil90_0_LiTFSI_1_A1_DUSB0_C01.sta
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr files\091223 1 pegda 9 pegmea 15 wt aerosil 380/06152023  9 pegmea 1 pegda 15 wt aerosil 90_A1_3.mps,C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\09122023_9_PEGMEA_1_PEGDA_0_Aerosil90_0_LiTFSI_2_A1.mps
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr files\091223 1 pegda 9 pegmea 15 wt aerosil 380/06152023  9 pegmea 1 pegda 15 wt aerosil 90_A1_3_C01.mgr,C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\09122023_9_PEGMEA_1_PEGDA_0_Aerosil90_0_LiTFSI_2_A1_C01.mgr
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr files\091223 1 pegda 9 pegmea 15 wt aerosil 380/06152023  9 pegmea 1 pegda 15 wt aerosil 90_A1_3_C01.mpr,C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\09122023_9_PEGMEA_1_PEGDA_0_Aerosil90_0_LiTFSI_2_A1_C01.mpr
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr files\091223 1 pegda 9 pegmea 15 wt aerosil 380/06152023  9 pegmea 1 pegda 15 wt aerosil 90_A1_3_DUSB0_C01.sta,C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\09122023_9_PEGMEA_1_PEGDA_0_Aerosil90_0_LiTFSI_2_A1_DUSB0_C01.sta
