orig_filename,new_filename
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240610_9_PEGMEA_1_PEGDA_10_Aerosil380_0to20_NaTFSI_1600ppm_Inhibitor/06102024_A3_RUN1/2024_6_10_15_58_52_A1_RUN1.mps,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\06102024_9_PEGMEA_1_PEGDA_10_Aerosil380_0,00_NaTFSI_A3_RUN_1.mps"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240610_9_PEGMEA_1_PEGDA_10_Aerosil380_0to20_NaTFSI_1600ppm_Inhibitor/06102024_A3_RUN1/2024_6_10_15_58_52_A1_RUN1_C01.mgr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\06102024_9_PEGMEA_1_PEGDA_10_Aerosil380_0,00_NaTFSI_A3_RUN_1_C01.mgr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240610_9_PEGMEA_1_PEGDA_10_Aerosil380_0to20_NaTFSI_1600ppm_Inhibitor/06102024_A3_RUN1/2024_6_10_15_58_52_A1_RUN1_C01.mpr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\06102024_9_PEGMEA_1_PEGDA_10_Aerosil380_0,00_NaTFSI_A3_RUN_1_C01.mpr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240610_9_PEGMEA_1_PEGDA_10_Aerosil380_0to20_NaTFSI_1600ppm_Inhibitor/06102024_A3_RUN1/2024_6_10_15_58_52_A1_RUN1_DUSB0_C01.sta,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\06102024_9_PEGMEA_1_PEGDA_10_Aerosil380_0,00_NaTFSI_A3_RUN_1_DUSB0_C01.sta"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240610_9_PEGMEA_1_PEGDA_10_Aerosil380_0to20_NaTFSI_1600ppm_Inhibitor/06102024_A3_RUN2/2024_6_10_16_1_44_A1_RUN2.mps,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\06102024_9_PEGMEA_1_PEGDA_10_Aerosil380_0,00_NaTFSI_A3_RUN_2.mps"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240610_9_PEGMEA_1_PEGDA_10_Aerosil380_0to20_NaTFSI_1600ppm_Inhibitor/06102024_A3_RUN2/2024_6_10_16_1_44_A1_RUN2_C01.mgr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\06102024_9_PEGMEA_1_PEGDA_10_Aerosil380_0,00_NaTFSI_A3_RUN_2_C01.mgr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240610_9_PEGMEA_1_PEGDA_10_Aerosil380_0to20_NaTFSI_1600ppm_Inhibitor/06102024_A3_RUN2/2024_6_10_16_1_44_A1_RUN2_C01.mpr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\06102024_9_PEGMEA_1_PEGDA_10_Aerosil380_0,00_NaTFSI_A3_RUN_2_C01.mpr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240610_9_PEGMEA_1_PEGDA_10_Aerosil380_0to20_NaTFSI_1600ppm_Inhibitor/06102024_A3_RUN2/2024_6_10_16_1_44_A1_RUN2_DUSB0_C01.sta,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\06102024_9_PEGMEA_1_PEGDA_10_Aerosil380_0,00_NaTFSI_A3_RUN_2_DUSB0_C01.sta"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240610_9_PEGMEA_1_PEGDA_10_Aerosil380_0to20_NaTFSI_1600ppm_Inhibitor/06102024_B3_RUN1/2024_6_10_16_8_3_A1_RUN1.mps,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\06102024_9_PEGMEA_1_PEGDA_10_Aerosil380_2,86_NaTFSI_B3_RUN_1.mps"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240610_9_PEGMEA_1_PEGDA_10_Aerosil380_0to20_NaTFSI_1600ppm_Inhibitor/06102024_B3_RUN1/2024_6_10_16_8_3_A1_RUN1_C01.mgr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\06102024_9_PEGMEA_1_PEGDA_10_Aerosil380_2,86_NaTFSI_B3_RUN_1_C01.mgr"
