orig_filename,new_filename
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\11172023_9_PEGMEA_1_PEGDA_20LiFTSI_15Aerosil380/Row 1 9PEGMEA_1PEGDA_20LiTFSI_0Ae380/pin0_column0_row0_2023_11_17_14_13_10.mps,C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names/11172023_9_PEGMEA_1_PEGDA_0_Aerosil380_20_LiTFSI_RUN_1.mps
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\11172023_9_PEGMEA_1_PEGDA_20LiFTSI_15Aerosil380/Row 1 9PEGMEA_1PEGDA_20LiTFSI_0Ae380/pin0_column0_row0_2023_11_17_14_13_10_C01.mgr,C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names/11172023_9_PEGMEA_1_PEGDA_0_Aerosil380_20_LiTFSI_RUN_1.mgr
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\11172023_9_PEGMEA_1_PEGDA_20LiFTSI_15Aerosil380/Row 1 9PEGMEA_1PEGDA_20LiTFSI_0Ae380/pin0_column0_row0_2023_11_17_14_13_10_C01.mpr,C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names/11172023_9_PEGMEA_1_PEGDA_0_Aerosil380_20_LiTFSI_RUN_1.mpr
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\11172023_9_PEGMEA_1_PEGDA_20LiFTSI_15Aerosil380/Row 1 9PEGMEA_1PEGDA_20LiTFSI_0Ae380/pin0_column0_row0_2023_11_17_14_13_10_DUSB0_C01.sta,C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names/11172023_9_PEGMEA_1_PEGDA_0_Aerosil380_20_LiTFSI_RUN_1.sta
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\11172023_9_PEGMEA_1_PEGDA_20LiFTSI_15Aerosil380/Row 1 9PEGMEA_1PEGDA_20LiTFSI_10pt71Ae380/pin0_column5_row0_2023_11_17_14_36_4.mps,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names/11172023_9_PEGMEA_1_PEGDA_10,71_Aerosil380_20_LiTFSI_RUN_1.mps"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\11172023_9_PEGMEA_1_PEGDA_20LiFTSI_15Aerosil380/Row 1 9PEGMEA_1PEGDA_20LiTFSI_10pt71Ae380/pin0_column5_row0_2023_11_17_14_36_4_C01.mgr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names/11172023_9_PEGMEA_1_PEGDA_10,71_Aerosil380_20_LiTFSI_RUN_1.mgr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\11172023_9_PEGMEA_1_PEGDA_20LiFTSI_15Aerosil380/Row 1 9PEGMEA_1PEGDA_20LiTFSI_10pt71Ae380/pin0_column5_row0_2023_11_17_14_36_4_C01.mpr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names/11172023_9_PEGMEA_1_PEGDA_10,71_Aerosil380_20_LiTFSI_RUN_1.mpr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\11172023_9_PEGMEA_1_PEGDA_20LiFTSI_15Aerosil380/Row 1 9PEGMEA_1PEGDA_20LiTFSI_10pt71Ae380/pin0_column5_row0_2023_11_17_14_36_4_DUSB0_C01.sta,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names/11172023_9_PEGMEA_1_PEGDA_10,71_Aerosil380_20_LiTFSI_RUN_1.sta"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\11172023_9_PEGMEA_1_PEGDA_20LiFTSI_15Aerosil380/Row 1 9PEGMEA_1PEGDA_20LiTFSI_12pt85Ae380/pin0_column6_row0_2023_11_17_14_40_20.mps,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names/11172023_9_PEGMEA_1_PEGDA_12,85_Aerosil380_20_LiTFSI_RUN_1.mps"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\11172023_9_PEGMEA_1_PEGDA_20LiFTSI_15Aerosil380/Row 1 9PEGMEA_1PEGDA_20LiTFSI_12pt85Ae380/pin0_column6_row0_2023_11_17_14_40_20_C01.mgr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names/11172023_9_PEGMEA_1_PEGDA_12,85_Aerosil380_20_LiTFSI_RUN_1.mgr"
