orig_filename,new_filename
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_A2_RUN1/pin0_column0_row0_2024_5_28_15_17_57.mps,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_10,00_Aerosil380_20_NaTFSI_A2_RUN_1.mps"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_A2_RUN1/pin0_column0_row0_2024_5_28_15_17_57_C01.mgr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_10,00_Aerosil380_20_NaTFSI_A2_RUN_1_C01.mgr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_A2_RUN1/pin0_column0_row0_2024_5_28_15_17_57_C01.mpr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_10,00_Aerosil380_20_NaTFSI_A2_RUN_1_C01.mpr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_A2_RUN1/pin0_column0_row0_2024_5_28_15_17_57_DUSB0_C01.sta,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_10,00_Aerosil380_20_NaTFSI_A2_RUN_1_DUSB0_C01.sta"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_A2_RUN2/pin1_column0_row0_2024_5_28_15_20_50.mps,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_10,00_Aerosil380_20_NaTFSI_A2_RUN_2.mps"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_A2_RUN2/pin1_column0_row0_2024_5_28_15_20_50_C01.mgr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_10,00_Aerosil380_20_NaTFSI_A2_RUN_2_C01.mgr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_A2_RUN2/pin1_column0_row0_2024_5_28_15_20_50_C01.mpr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_10,00_Aerosil380_20_NaTFSI_A2_RUN_2_C01.mpr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_A2_RUN2/pin1_column0_row0_2024_5_28_15_20_50_DUSB0_C01.sta,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_10,00_Aerosil380_20_NaTFSI_A2_RUN_2_DUSB0_C01.sta"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_A2_RUN3/pin2_column0_row0_2024_5_28_15_23_42.mps,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_10,00_Aerosil380_20_NaTFSI_A2_RUN_3.mps"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_A2_RUN3/pin2_column0_row0_2024_5_28_15_23_42_C01.mgr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_10,00_Aerosil380_20_NaTFSI_A2_RUN_3_C01.mgr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_A2_RUN3/pin2_column0_row0_2024_5_28_15_23_42_C01.mpr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_10,00_Aerosil380_20_NaTFSI_A2_RUN_3_C01.mpr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_A2_RUN3/pin2_column0_row0_2024_5_28_15_23_42_DUSB0_C01.sta,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_10,00_Aerosil380_20_NaTFSI_A2_RUN_3_DUSB0_C01.sta"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_A2_RUN4/pin3_column0_row0_2024_5_28_15_26_39.mps,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_10,00_Aerosil380_20_NaTFSI_A2_RUN_4.mps"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_A2_RUN4/pin3_column0_row0_2024_5_28_15_26_39_C01.mgr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_10,00_Aerosil380_20_NaTFSI_A2_RUN_4_C01.mgr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_A2_RUN4/pin3_column0_row0_2024_5_28_15_26_39_C01.mpr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_10,00_Aerosil380_20_NaTFSI_A2_RUN_4_C01.mpr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_A2_RUN4/pin3_column0_row0_2024_5_28_15_26_39_DUSB0_C01.sta,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_10,00_Aerosil380_20_NaTFSI_A2_RUN_4_DUSB0_C01.sta"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_B2_RUN1/pin0_column0_row0_2024_5_28_15_37_20.mps,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_8,57_Aerosil380_20_NaTFSI_B2_RUN_1.mps"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_B2_RUN1/pin0_column0_row0_2024_5_28_15_37_20_C01.mgr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_8,57_Aerosil380_20_NaTFSI_B2_RUN_1_C01.mgr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_B2_RUN1/pin0_column0_row0_2024_5_28_15_37_20_C01.mpr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_8,57_Aerosil380_20_NaTFSI_B2_RUN_1_C01.mpr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_B2_RUN1/pin0_column0_row0_2024_5_28_15_37_20_DUSB0_C01.sta,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_8,57_Aerosil380_20_NaTFSI_B2_RUN_1_DUSB0_C01.sta"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_B2_RUN2/pin1_column0_row0_2024_5_28_15_40_17.mps,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_8,57_Aerosil380_20_NaTFSI_B2_RUN_2.mps"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_B2_RUN2/pin1_column0_row0_2024_5_28_15_40_17_C01.mgr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_8,57_Aerosil380_20_NaTFSI_B2_RUN_2_C01.mgr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_B2_RUN2/pin1_column0_row0_2024_5_28_15_40_17_C01.mpr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_8,57_Aerosil380_20_NaTFSI_B2_RUN_2_C01.mpr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_B2_RUN2/pin1_column0_row0_2024_5_28_15_40_17_DUSB0_C01.sta,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_8,57_Aerosil380_20_NaTFSI_B2_RUN_2_DUSB0_C01.sta"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_B2_RUN3/pin2_column0_row0_2024_5_28_15_43_14.mps,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_8,57_Aerosil380_20_NaTFSI_B2_RUN_3.mps"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_B2_RUN3/pin2_column0_row0_2024_5_28_15_43_14_C01.mgr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_8,57_Aerosil380_20_NaTFSI_B2_RUN_3_C01.mgr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_B2_RUN3/pin2_column0_row0_2024_5_28_15_43_14_C01.mpr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_8,57_Aerosil380_20_NaTFSI_B2_RUN_3_C01.mpr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_B2_RUN3/pin2_column0_row0_2024_5_28_15_43_14_DUSB0_C01.sta,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_8,57_Aerosil380_20_NaTFSI_B2_RUN_3_DUSB0_C01.sta"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_B2_RUN4/pin3_column0_row0_2024_5_28_15_46_6.mps,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_8,57_Aerosil380_20_NaTFSI_B2_RUN_4.mps"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_B2_RUN4/pin3_column0_row0_2024_5_28_15_46_6_C01.mgr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_8,57_Aerosil380_20_NaTFSI_B2_RUN_4_C01.mgr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_B2_RUN4/pin3_column0_row0_2024_5_28_15_46_6_C01.mpr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_8,57_Aerosil380_20_NaTFSI_B2_RUN_4_C01.mpr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_B2_RUN4/pin3_column0_row0_2024_5_28_15_46_6_DUSB0_C01.sta,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_8,57_Aerosil380_20_NaTFSI_B2_RUN_4_DUSB0_C01.sta"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_C2_RUN1/pin0_column0_row0_2024_5_28_15_59_0.mps,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_7,14_Aerosil380_20_NaTFSI_C2_RUN_1.mps"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_C2_RUN1/pin0_column0_row0_2024_5_28_15_59_0_C01.mgr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_7,14_Aerosil380_20_NaTFSI_C2_RUN_1_C01.mgr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_C2_RUN1/pin0_column0_row0_2024_5_28_15_59_0_C01.mpr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_7,14_Aerosil380_20_NaTFSI_C2_RUN_1_C01.mpr"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_C2_RUN1/pin0_column0_row0_2024_5_28_15_59_0_DUSB0_C01.sta,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_7,14_Aerosil380_20_NaTFSI_C2_RUN_1_DUSB0_C01.sta"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_C2_RUN2/pin1_column0_row0_2024_5_28_16_1_52.mps,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_7,14_Aerosil380_20_NaTFSI_C2_RUN_2.mps"
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\20240528_9_PEGMEA_1_PEGDA_0to10_Aerosil380_20_NaTFSI_1600ppm_Inhibitor/05282024_C2_RUN2/pin1_column0_row0_2024_5_28_16_1_52_C01.mgr,"C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_names\05282024_9_PEGMEA_1_PEGDA_7,14_Aerosil380_20_NaTFSI_C2_RUN_2_C01.mgr"
